60137	60137 120547 111684 52009 120542 120543 60131 120541 52002 52000 52006 120549 25116 25114 25110 117097 117095 82532 82531 82530	
135580	135580 164532 109594 128586 125757 22710 144655 22718 77611 141231 141230 86244 130278 42909 42904 42905 42902 165679 42901 38436	
166807	166807 109797 45653 45652 45655 109795 48222 160609 16937 16931 100942 16939 12222 12220 42153 42155 42154 42157 12229 90104	
154079	154079 69379 148303 585 148304 42580 46005 42585 64296 44988 64295 64291 7866 7864 95559 588 95556 42633 24200 16814	
13547	13547 13540 41839 41838 13548 13549 89761 11735 101547 101546 7882 101543 20746 20747 62519 62518 62512 124753 124751 28415	
138738	138738 100945 4653 138737 4659 130243 130244 130247 51115 51111 51113 51112 101016 51119 93321 93322 101012 122619 157966 104	
65471	65471 65470 61994 150771 61993 65476 158549 158548 158540 158543 158545 101457 2269 81622 69770 69771 81627 69774 81625 46267	
61997	61997 92025 92026 92027 92020 50618 92023 154080 86200 133439 86203 77734 77733 141353 141350 43913 43916 43917 43914 43915	
32018	32018 55838 22484 162773 166730 22480 22483 160507 142968 166738 22488 26393 89726 140827 101943 57478 101946 101944 57470 57471	
166418	166418 166419 119605 56403 56401 56407 56405 115951 115953 159800 119608 110521 110520 110527 110526 110525 9936 117553 10296 117559	
17385	17385 166760 43694 43696 43690 164018 63930 16382 19573 152144 16389 32431 11760 11761 11766 11767 96790 17034 97445 64058	
130279	130279 4647 4644 93331 93336 93335 101006 116994 128488 116995 122621 122625 164520 5153 5155 5154 98957 112 118 36329	
57616	57616 57617 57610 167606 52137 60000 60006 102931 60004 143969 143968 148562 36448 113174 113177 11121 36441 146301 36446 21926	
139153	139153 140894 85328 85324 85322 85321 128273 75835 160673 13723 39928 39929 39925 146490 64920 98264 98266 98267 166027 166025	
26151	26151 141543 141542 141541 144684 141546 142306 25590 25595 25599 169473 109360 139805 63843 139807 139800 119606 106289 106288 167517	
12015	12015 12016 12011 152439 17258 64676 64670 64671 64673 17250 17251 52462 17253 52464 17256 52467 63024 63020 63022 10703	
139489	139489 98006 78657 29112 29114 78658 79526 11 109184 91692 161293 140967 79528 109188 34528 105831 15310 131686 105834 34521	
139488	139488 139481 135101 157849 136650 143514 132573 139733 139732 163039 139594 139736 85182 139738 163037 85186 163035 139592 6378 6372	
82535	82535 166823 140068 163929 2446 2445 139225 93925 57188 57189 57186 93928 155226 137816 8090 140985 97203 97202 141945 97200	
31928	31928 86970 165365 165364 166299 169456 75737 98471 75732 75730 75739 157554 100974 100976 138704 100972 138708 4649 130273 4641	
9257	9257 10707 142428 46792 46791 46790 21619 21618 46795 49565 21616 49561 21610 49563 166159 154270 69174 154276 124355 69177	
57473	57473 24882 24886 24889 89720 84123 84120 141433 141432 141431 84125 125637 85879 64907 26027 134612 159848 133341 113313 133344	
38435	38435 38431 115223 166988 75611 75612 138608 70065 70066 70061 134180 70069 138606 134184 161548 118733 165671 104210 54140 122762	
149142	149142 157950 169747 124112 149149 124117 32603 124119 140856 117190 140853 141436 88554 140858 165833 166312 141102 141101 134364 134363	
64051	64051 64052 166987 148416 148411 49161 49160 46315 21295 46312 46311 21296 152824 20521 45664 45663 20527 16924 16926 16922	
2042	2042 167511 2040 4814 106280 106283 119602 167518 167519 106286 57502 57505 29488 170575 58853 105535 58855 33479 33476 14131	
81679	81679 154428 52184 152745 152741 63541 104574 37 113723 53276 53277 63548 166967 53158 49248 49249 166961 21314 49246 21311	
45684	45684 81547 57090 57091 155600 77796 105604 124893 102377 102373 102372 96453 9763 9760 9766 9767 37371 24171 37374 24175	
16817	16817 43148 12129 159230 167260 12120 159232 12127 10417 167999 10414 90008 53601 49326 162742 167992 162741 90002 162745 63112	
135214	135214 46642 46647 140437 46649 18347 128610 134164 108469 48565 18344 10385 10380 10388 163726 108464 44649 163720 168555 7267	
141942	141942 97205 105719 105717 105715 105713 53354 53357 163922 53352 53358 113053 9639 63444 63442 163927 63440 63441 9633 9635	
105718	105718 123540 15843 141940 15844 137995 137994 137997 18940 18943 18944 18948 23663 115936 147980 166472 147986 166475 40098 40092	
45446	45446 45447 124359 168390 168083 44798 168080 168087 168085 141283 125408 125409 168089 44796 160258 160259 160256 160257 160254 160255	
166023	166023 166020 39694 152198 39691 39693 148222 150523 101839 101837 137881 101834 137884 33071 37559 37558 18858 18855 135411 18853	
96974	96974 55355 55359 55358 131106 131100 131103 151739 6634 6637 151738 100354 100359 24726 151544 130854 110929 110927 50653 50654	
45869	45869 41368 87349 87348 45860 41361 134411 87342 45866 87340 83854 83851 100185 144486 78933 105352 100186 123547 166478 123545	
120757	120757 69816 69815 160959 160955 96274 15466 160953 160952 159735 82908 82909 159734 155553 100657 155555 82907 155557 82905 116558	
14132	14132 18450 33470 33471 106130 134987 106136 106138 36536 36530 102625 146018 162672 10166 146010 146011 146017 38973 112134 70227	
113314	113314 113317 113316 139938 147873 37795 139932 37792 37791 37790 112492 84699 3519 138046 87262 138044 87263 3517 75057 84696	
63113	63113 63114 63117 9327 9324 9325 54952 8943 8942 54956 8946 21720 21727 48364 85671 48366 48361 48368 62860 152661	
27996	27996 132377 27998 17726 52733 60643 60647 132373 152734 113779 152737 152730 63591 113772 113770 63598 53286 148525 62644 62642	
49301	49301 24082 24081 22879 49307 24084 116125 157079 116126 116121 152743 116123 68172 152742 68177 162100 36845 36840 2689 162106	
26572	26572 126476 126472 110480 110487 75544 75545 65270 65277 65276 65275 75543 157747 162297 92897 92896 92891 92892 92899 114477	
160252	160252 44919 44918 123054 95966 139934 89490 89495 89494 89497 89496 154268 138042 88722 88723 88725 65069 65066 88729 150367	
9636	9636 162563 139186 112316 58986 58989 37006 125063 37004 37002 9512 137081 102153 102152 102155 49414 49416 49412 49418 98910	
138515	138515 38501 38500 38507 159037 158259 164414 170933 38508 164410 50648 164412 170935 130868 168494 159034 110953 96 130867 126007	
37557	37557 22256 115216 25709 25702 25701 25707 25706 25705 25704 55790 55797 55795 55798 95161 98610 98613 115916 98615 115910	
7266	7266 44643 44642 7263 54422 6206 54421 54426 54427 54424 6203 54428 24567 6208 41169 59613 59616 59617 41160 59619	
120946	120946 120947 120945 121096 85057 121094 121093 85050 85053 90063 118930 118932 118934 118936 145726 122547 122540 155325 48419 48417	
84697	84697 167460 167461 167463 167469 14625 14627 14628 71530 38644 38645 38646 38640 38643 38649 156502 30410 30413 30414 30419	
12234	12234 12231 42129 12233 42126 162605 341 167864 48789 53513 29360 95174 29365 29364 95171 29366 57878 10569 156256 156254	
45201	45201 45202 141059 48542 123811 123813 80979 80978 125242 125243 80973 20097 125247 80977 170847 1620 5186 1624 1629 170848	
36843	36843 2686 125018 168264 168263 168262 168261 168260 62885 68280 157380 68282 157384 68286 58211 104847 58212 104841 58214 104842	
26975	26975 157996 128146 157994 49941 152040 128145 49949 152045 68771 58188 68773 68772 160629 157674 68776 142793 157678 142790 58184	
62640	62640 54773 54770 54771 54776 54777 54774 112427 20418 20419 106779 20416 20417 48140 53765 95775 95773 67038 67034 95778	
83583	83583 113409 86569 83587 104985 84584 84585 160956 132904 84582 158770 104988 41584 86693 558 137269 555 86698 551 553	
41166	41166 32527 129059 129058 129052 129050 129057 91424 17060 32521 54392 54394 54395 54397 119267 119261 111055 119269 80806 80800	
34971	34971 34977 70225 170437 83278 83273 71620 71622 71627 71626 138864 141243 138868 15663 15662 15667 15666 108481 108483 78068	
46865	46865 46864 46866 158711 134805 90311 90315 154156 163509 163502 163501 163500 112951 112953 97026 118804 118807 155636 118802 13052	
48414	48414 10093 10092 154616 10094 163613 168642 168644 163615 163614 163619 130908 164341 164343 164345 169118 169119 164349 169111 59108	
78442	78442 21434 49781 63209 21432 63205 49789 63202 39552 112554 112556 142150 142153 67587 67585 144650 143683 115027 115026 144654	
146275	146275 39744 39745 83909 64324 39748 60662 41767 41764 91744 120722 12941 12947 12944 123498 17741 7078 7079 122179 123494	
98911	98911 98918 98919 64888 58327 58326 154437 3342 3340 68591 68590 68592 30259 30257 30256 30255 30253 78716 78714 4251	
30418	30418 106625 106622 106621 83479 83475 83477 83476 102712 33851 112042 33855 112040 89618 33858 33859 89612 89611 143081 137223	
160141	160141 167943 35313 35315 35314 136041 23181 23180 23187 132745 132744 136048 167947 87820 161168 87827 87825 25920 25927 25925	
58187	58187 45060 59855 45062 45065 45066 45069 169842 48099 169844 157017 2860 2861 2863 44337 44334 2868 28551 28564 54377	
170849	170849 134763 164569 84278 138463 134766 134765 134764 84272 164561 164562 164563 158574 84277 162812 162813 162811 40368 133235 133236	
36157	36157 123963 146473 123967 36151 110955 36159 18703 33507 18701 18707 33503 71751 18709 149755 89961 71754 108821 71756 41560	
163341	163341 78285 78286 163349 13182 68911 109538 68912 68917 157815 122357 165890 37953 37952 37955 79629 79628 109288 143191 79621	
146471	146471 13862 5671 5672 5673 89008 5677 89003 130558 38388 38386 135032 136629 89245 89246 33504 33502 6435 15325 6433	
18923	18923 18921 30639 83292 83299 159623 159622 159621 159620 159626 7678 7675 7673 37170 37647 37178 84478 89925 89924 83129	
118809	118809 54173 54175 54176 54177 62088 62087 62081 83769 20258 143179 20253 20250 20251 20256 20257 20254 20255 44427 44426	
29962	29962 29961 162819 29966 129661 14247 168467 14241 14249 1198 124935 5451 5454 1194 5457 124934 114317 102564 114313 160718	
115020	115020 143684 115022 26809 26804 58695 58696 160073 142481 142480 160078 158970 158971 164984 158973 68609 158975 164980 158977 157706	
89962	89962 152501 131373 144939 97117 128883 97115 97113 97111 152506 100584 39039 39034 39035 39032 16741 45187 16743 19932 62439	
10365	10365 130628 9410 7209 163742 163745 7203 6220 6225 139041 54403 54405 139046 165651 165650 161453 59632 9417 148072 161455	
54374	54374 28567 54372 54373 28562 54371 151634 24231 24232 151637 151630 54378 24237 62243 62241 79004 62245 34230 79009 164748	
17829	17829 17828 17826 17825 122385 41568 129450 87101 165615 87106 83619 133525 133526 133522 83611 29813 83614 29811 157365 157366	
122389	122389 19939 88067 88066 88064 12055 12054 88061 12058 236 237 42784 42787 119821 119820 119823 119829 122383 64638 43784	
59106	59106 142301 167706 29566 104276 54086 54087 54081 142304 15915 15911 136895 142307 15919 37579 123634 95301 95302 123639 110832	
49712	49712 46962 17593 113113 158479 17596 17595 143557 158475 158474 158472 162513 162512 162516 162519 162518 163644 163645 163646 44522	
68597	68597 2713 2719 98688 3347 93813 93818 93819 141876 141872 141870 141878 53225 53223 53222 102356 98687 9709 63535 9700	
164749	164749 34208 115330 59581 59587 34201 34202 34204 143773 35159 98366 75423 35155 35154 142462 164716 28699 148896 106929 91666	
7073	7073 37775 37774 37776 37771 14391 18630 52755 18639 18638 12491 30744 12492 30740 15441 12496 8169 8168 6978 123143	
136848	136848 68356 157258 142372 98855 67362 67360 67366 115241 115247 115246 144966 137467 136592 170146 136590 170144 170142 170140 144962	
40964	40964 29769 40963 40960 40961 129181 129182 29760 40968 29762 1177 133272 23508 23505 23504 125495 29927 27617 169023 169020	
44422	44422 58962 18569 105405 105402 44421 33728 33729 14660 18562 14662 18560 33722 14665 120966 18564 106660 106664 38600 38603	
157705	157705 68601 164988 149456 29583 29582 24525 24526 24527 24522 50098 152073 166471 24528 50091 50090 66188 169807 58525 149335	
4250	4250 9519 4257 4256 103409 106438 140390 103404 103407 103401 67217 111838 140392 67213 131909 143512 131907 111836 143517 131902	
157928	157928 23052 109447 109445 109440 116263 156037 156036 141773 29109 29105 29106 91685 91684 91687 91686 79531 91680 79533 79532	
160713	160713 160710 160715 160714 83726 163562 148093 89545 89544 89543 148094 148095 148099 89549 16576 168542 127249 48951 48950 48957	
169026	169026 27610 59038 129234 97933 161612 97936 12831 12836 12835 12834 8545 8546 8540 8542 92267 119045 66504 50419 66507	
18146	18146 106398 103153 83052 157446 73304 132019 161906 132013 47327 15042 6570 6571 6577 15045 15044 155133 15049 87771 36794	
50709	50709 110839 50706 50703 66619 148948 149054 131360 126047 66613 142001 61349 8389 8387 127393 8384 127396 8382 61345 127395	
139413	139413 139410 139411 140396 139419 128974 154146 6653 92005 92002 92003 151727 151724 92008 21839 132139 6387 6386 6381 6383	
66182	66182 66185 151707 34374 34375 139558 91469 34371 91465 686 34379 682 88522 141717 77573 77571 77570 165167 139553 165165	
170149	170149 169930 169931 169932 60358 109846 109844 169937 109848 125570 114228 114229 152327 18074 143427 34152 143425 34154 34157 103712	
136607	136607 142575 136605 66347 66345 143221 111305 34798 111307 61691 61690 61693 61692 34793 61696 92792 92791 92796 67960 67963	
169936	169936 36334 135742 135743 135740 135744 85431 85430 85437 138190 87365 45847 87369 41344 45849 41341 41340 83871 83873 83879	
67218	67218 66160 136020 136021 87801 87803 87807 29614 29617 29616 25940 25942 29618 3837 3830 3831 23471 23479 109067 76976	
77330	77330 77334 77336 77338 168169 28700 28703 28707 102603 34425 34427 164013 77487 73103 77481 92283 65844 165015 165014 165011	
159433	159433 100573 159431 100575 100574 100577 159435 100578 159438 159439 137519 137518 4383 4381 4380 159305 143303 141078 159306 4031	
165164	165164 165160 55112 28188 55118 164987 28182 143351 166321 111239 130477 110544 130475 130473 145216 145214 110549 130479 165290 165295	
119688	119688 119685 119681 119683 119682 151146 151144 159204 134563 1371 1373 1375 28217 97849 109230 22472 22473 22476 26369 26360	
88569	88569 87570 109663 15287 87573 15281 88563 133836 92798 133835 133832 133839 35938 168142 35931 89853 127806 103975 170451 89855	
23613	23613 51478 23610 169339 59326 161104 161107 150949 59323 97843 161102 27762 61745 27767 27766 27765 61740 129526 129524 74712	
67965	67965 77373 67966 24410 147662 128701 89427 28748 28745 23292 28743 140661 163185 140663 140665 139118 91847 74792 91845 91844	
7457	7457 44936 95948 123034 89656 110639 126602 110636 110635 126608 165610 65082 65083 150387 65086 86969 150388 10886 88709 158158	
114341	114341 114340 160723 160720 160721 160727 160724 160728 164533 17660 111641 111645 8598 8599 111648 8592 110119 89515 89516 89511	
5628	5628 5626 170329 5624 5620 88962 88961 38353 88968 38351 38355 5995 47034 47030 5993 159367 5999 11572 89383 11570	
158572	158572 158573 65463 65460 105527 150764 150767 2274 69744 81613 69742 64599 119523 154448 119525 161175 43048 11590 11593 11592	
136936	136936 28961 28963 28964 28965 158398 158391 66530 13720 43267 43262 69968 69966 81435 81432 96301 96300 89140 169074 11375	
145431	145431 50410 50417 23127 145435 145434 55629 55624 149929 139768 22678 52819 111543 23122 149924 111544 22671 60903 110494 60906	
103713	103713 103714 114226 146378 145745 35207 35206 93431 93432 73474 101712 23274 23276 506 93434 23279 146377 132659 87975 87976	
55339	55339 167256 55331 154099 55336 144341 144346 145696 50675 50673 50672 77280 145699 66760 74955 66762 151563 74952 86217 24704	
74710	74710 74717 78848 78849 78846 78847 154455 78843 162161 115809 115806 73098 73099 145321 145320 92317 92314 92315 92312 92313	
170453	170453 42664 170455 170456 84900 84901 131473 131476 69418 69415 69414 154711 69411 169379 77020 169370 43462 43461 4728 86223	
42923	42923 125084 125086 125080 125082 138084 138082 138083 84657 84650 84653 83929 39769 83922 39767 83926 83925 146291 71358 104332	
96090	96090 98620 98623 115947 115944 9928 9929 96092 114092 114091 9920 9921 110539 9926 55851 112704 55859 96096 130047 166791	
10883	10883 88703 88701 10888 10889 158151 120601 120600 120607 154866 120608 154862 154863 154860 160885 108984 81530 119452 119453 4344	
165299	165299 165298 119003 105214 105212 119000 22277 118874 25724 25726 25722 27389 27387 53477 27381 27382 166325 73387 73381 73382	
76979	76979 140151 140155 140154 42141 50077 50076 100179 35332 35330 100175 92647 92640 35339 161205 32642 32643 142334 55248 32649	
155626	155626 155625 155624 82453 165729 19383 19385 155629 131878 82982 88387 82981 97142 88381 46123 46125 131655 63368 159362 113838	
60907	60907 26568 60905 88392 26560 8292 126464 75530 75533 75532 75535 48919 75537 127738 75538 48918 65261 150161 65263 393	
11376	11376 11373 103376 103377 103373 19146 170215 19145 170213 19143 19140 60346 60340 52252 52251 51538 52257 116423 43197 43198	
110125	110125 7521 7526 7527 7525 371 370 92862 374 19366 19367 155255 110202 96520 19368 96526 88636 6925 149321 88633	
169076	169076 169071 169070 27643 51537 51536 51534 169079 61628 134774 161662 161663 59046 59045 97961 61620 59048 61624 169708 129207	
91843	91843 32829 55025 55027 73272 73276 73279 155554 35441 35440 145105 128404 145102 20381 32794 23872 32796 23870 23877 101159	
163145	163145 85034 128740 85032 128742 128743 127173 125599 128749 163149 6064 130971 6062 6063 139647 42217 42214 139643 139641 48478	
24705	24705 110945 24702 154090 169594 61238 73076 22018 73075 141338 154095 77750 141334 22010 152537 22014 73079 31902 31903 93683	
73096	73096 73097 51296 32311 32312 104389 55933 32315 32316 32317 104383 150760 165902 165905 104865 104384 55938 142803 149854 149856	
6143	6143 6142 6140 166252 131278 131273 131274 141333 135591 142336 128597 22706 22704 22701 22708 77623 77622 77621 77620 141207	
77754	77754 33564 108888 33566 33568 108884 108887 108881 89900 8078 30031 30030 30037 84764 8073 8072 120495 8076 40675 40672	
142807	142807 149853 104863 120147 117405 109046 113745 104862 52929 52927 58230 52921 52920 115734 25611 25613 25614 26494 5548 112689	
88146	88146 88148 12719 18548 51766 84876 84877 100718 51765 148040 69563 55223 100713 120040 69567 100714 69565 100716 46490 21110	
137419	137419 114686 159955 114684 167720 114682 114683 110301 114681 44685 44684 104471 104472 91870 113427 127027 127022 116689 60125 120553	
167727	167727 166831 114680 129610 129613 47723 47728 82167 48805 82163 48809 82169 12412 12416 50830 50833 110744 50839 128413 142199	
166121	166121 159529 159524 100682 46597 159523 108338 12169 166125 6523 103484 103485 79227 161177 103480 46593 103482 103483 170705 170701	
13618	13618 168618 81502 13617 2305 13611 11289 16065 16066 96418 163649 11281 96417 11282 56825 56827 161823 161820 161826 166835	
32792	32792 165587 101151 61527 51618 61524 27147 65861 65978 51611 65869 56043 25439 25438 36237 25430 36233 36232 36231 36230	
4724	4724 43468 159094 4722 19706 19707 19702 19708 161149 17622 17625 17624 41828 13530 13533 13532 41820 41825 39647 57953	
135024	135024 112297 155707 125865 155703 55586 51600 140542 103759 155802 65878 124101 140547 106504 154075 128280 128289 103751 135685 141114	
150541	150541 65643 155711 65646 65645 65648 65649 87599 154040 81292 69341 69340 135953 81295 154047 81299 69348 64111 64110 64113	
93681	93681 93685 93684 165346 165343 98451 98454 103278 138729 4623 4629 138720 138727 138724 51106 101029 51104 51103 51101 101020	
98672	98672 73388 165835 104497 165831 165830 104490 165832 124003 55801 32009 55804 32007 117539 32001 32003 22496 98582 22490 142978	
154043	154043 143478 93441 93440 93443 93449 98215 5001 98216 98211 5006 5005 98218 104860 70148 70147 70146 4421 4426 4427	
60129	60129 116684 120558 143695 25128 25122 25125 43803 159109 105418 98072 98074 166238 166236 82527 82520 166230 82523 65571 2455	
161824	161824 116338 116333 116335 116336 149531 11754 11753 43689 19561 19563 16397 19566 63905 16399 63902 63901 20886 97458 97459	
148312	148312 148315 148316 148319 124805 97963 46014 46010 46011 46012 80743 112221 161918 161917 161914 161915 161913 161422 126779 63697	
16249	16249 16246 51852 158376 158377 105013 105012 158372 97325 149219 97327 105019 105018 69985 69984 69981 69983 143853 69989 9538	
16718	16718 15808 15806 15801 137378 9 33571 137373 71789 108409 18328 108897 33964 33965 108403 33967 33960 18324 18326 38006	
19963	19963 98581 137162 137164 137165 137167 37042 108650 128552 108653 108655 54264 11855 102305 102302 142976 102309 78543 154878 78547	
85338	85338 128269 128268 140885 139125 85331 85332 128264 166582 166583 166584 166585 166586 75849 75848 61292 39918 146481 39916 146485	
159162	159162 24756 24752 50689 50686 164781 50682 50681 28662 28660 23396 23397 78920 28664 74905 74900 61248 61246 61244 61245	
98589	98589 98588 142975 108400 153970 26385 26383 104720 104721 113099 104726 104727 57401 57402 107060 57406 24894 154920 24890 24891	
140339	140339 140338 128910 21669 85194 85191 46726 6369 136098 46727 6363 6365 10152 10153 10150 46725 170861 135193 10159 70237	
64600	64600 159364 120134 64605 64604 159360 64606 64609 119855 119856 159369 9249 9248 86677 63057 9241 95781 95782 95784 86671	
43044	43044 43042 43043 166905 46278 46274 46276 17282 17287 116202 56918 17289 17288 162023 162022 102430 102431 167055 162025 162029	
43517	43517 43515 43512 43511 49771 49774 56754 49776 49777 41914 41915 158419 41917 41913 158413 17534 158411 158410 41919 17532	
101022	101022 93355 128460 104014 93356 168964 141591 122609 141594 141597 122603 122602 164696 122604 25545 25544 178 177 175 25549	
43771	43771 21668 21112 24041 46729 21660 49511 135195 49513 49514 21665 135191 49517 145952 132399 162311 162313 162312 162315 162318	
20730	20730 20733 20732 122979 20739 20738 122977 62503 122971 62505 62506 97804 13289 124722 13284 124726 13282 133021 156331 128609	
97453	97453 64029 54581 64021 64022 64025 64027 152835 11992 148409 152831 148405 148404 148400 148402 21280 21281 21286 166804 54586	
149132	149132 149131 78098 21604 49575 49572 46781 46782 46482 151698 45479 45478 69184 154284 154282 45475 44788 44782 168077 44780	
63696	63696 7851 63693 63691 7855 95546 95544 95542 145437 16806 16804 12132 12130 12136 12135 90079 10401 9337 53613 10404	
143994	143994 81132 154140 69240 69241 4043 45186 100095 4048 124727 43749 133417 43740 43745 133411 60992 46713 46716 11498 162325	
171	171 85423 36302 164697 135753 135756 139237 139232 87374 41356 41357 45874 41353 41350 134401 83862 83860 83867 88249 164263	
90251	90251 90250 154761 13448 90257 90258 13446 13441 13440 7980 152546 7982 7983 152543 143541 53032 10625 131952 62474 62475	
141443	141443 141441 84119 3692 3693 84110 64937 26039 26033 139905 139900 139901 37788 3527 75064 3522 3520 3521 37781 147847	
141117	141117 141112 141113 141118 156167 81987 134371 81985 134376 42807 133688 42805 42804 85608 85609 42801 128138 133683 128132 42809	
146313	146313 113146 146317 113141 21932 21937 165828 57083 57088 55836 117527 117522 112944 102365 102362 102361 15701 130062 55831 6815	
102439	102439 11621 9400 9407 57069 57067 57066 57064 112773 57060 37373 17759 64331 27968 64333 154601 52743 17752 27963 27962	
4533	4533 104127 104124 125743 167904 142177 122773 122770 33191 33193 21410 128043 128040 128049 128048 84643 84644 16313 61395 146263	
46653	46653 46650 42339 135204 42335 42337 42336 128605 42330 42332 134151 134152 20089 48558 134159 20085 48553 20082 20081 48550	
140427	140427 64098 159139 159138 159137 81317 159135 162272 162270 64097 135347 125518 42295 46933 49744 46931 49746 135349 149769 149763	
105700	105700 105702 53346 53344 53342 36945 36943 36942 63471 168986 63475 9622 63479 168989 9627 9624 58992 37019 58991 169824	
154280	154280 153912 85693 85697 120746 85695 84569 87185 87186 84562 84561 84564 83691 83690 83694 83697 106848 83698 154986 39670	
11979	11979 54568 62471 62472 160082 58662 131950 54567 11976 81965 81964 81967 81961 20648 124430 124431 164971 98506 164977 20640	
9330	9330 53618 9339 9338 163578 21739 95755 54966 21730 54964 54963 149043 54961 48311 48312 62871 95759 62876 26967 26964	
33443	33443 58845 58846 33445 58843 134979 134975 169718 143018 36545 36544 36547 36546 146009 103184 63873 63871 63870 112121 112125	
63734	63734 63735 152557 69084 69086 69080 69083 124699 162258 43508 164150 43504 159153 162253 161160 159157 162257 135361 164152 135364	
168075	168075 152555 158707 24292 98836 149688 149689 158700 149684 46873 58064 160241 149681 58060 58061 45781 66235 151697 53720 66230	
134400	134400 39518 39517 138180 39513 39512 78150 78151 78152 78155 78156 78157 142268 142264 67275 131969 34003 115574 34007 115571	
128130	128130 115285 135970 135974 135977 164408 138506 38514 170920 164401 38510 170924 164405 164404 145709 130086 126820 25446 36209 44254	
